Identif;MonthlyPeoples;DailyPeoples;HourlyPeoples_08_22;HourlyPeoples_08_10;HourlyPeoples_17_19;HourlyPeoples_22_08;DistrictName;WKT;HeatmapPoint;Author;lat1;lon1;lat2;lon2
160325;33134;1104;68;104;93;14;Савёловский;LINESTRING (37.559727 55.799182, 37.559853 55.799227);POINT (37.5598 55.7992);myData.biz;55.799182;37.559727;55.799227;37.559853
160326;12341;411;25;39;34;5;Савёловский;LINESTRING (37.561019 55.798139, 37.561504 55.797701);POINT (37.5613 55.7979);myData.biz;55.798139;37.561019;55.797701;37.561504
160327;12341;411;25;39;34;5;Савёловский;LINESTRING (37.561504 55.797701, 37.562211 55.797048);POINT (37.5619 55.7974);myData.biz;55.797701;37.561504;55.797048;37.562211
160328;39621;1320;82;125;112;17;Савёловский;LINESTRING (37.561162 55.800147, 37.561281 55.800187);POINT (37.5612 55.8002);myData.biz;55.800147;37.561162;55.800187;37.561281
160329;28580;952;59;90;80;12;Савёловский;LINESTRING (37.561281 55.800187, 37.561353 55.800265);POINT (37.5613 55.8002);myData.biz;55.800187;37.561281;55.800265;37.561353
160330;21670;722;44;68;61;9;Савёловский;LINESTRING (37.561353 55.800265, 37.561635 55.800562);POINT (37.5615 55.8004);myData.biz;55.800265;37.561353;55.800562;37.561635
160331;62668;2088;129;198;177;27;Савёловский;LINESTRING (37.561635 55.800562, 37.562624 55.800864);POINT (37.5621 55.8007);myData.biz;55.800562;37.561635;55.800864;37.562624
160332;63058;2101;130;199;178;27;Савёловский;LINESTRING (37.562624 55.800864, 37.562556 55.800933);POINT (37.5626 55.8009);myData.biz;55.800864;37.562624;55.800933;37.562556
160333;63058;2101;130;199;178;27;Савёловский;LINESTRING (37.562556 55.800933, 37.562896 55.801036);POINT (37.5627 55.801);myData.biz;55.800933;37.562556;55.801036;37.562896
160334;63058;2101;130;199;178;27;Савёловский;LINESTRING (37.562896 55.801036, 37.562841 55.801093);POINT (37.5629 55.8011);myData.biz;55.801036;37.562896;55.801093;37.562841
160336;32146;1071;66;101;91;13;Савёловский;LINESTRING (37.578345 55.798108, 37.578318 55.798557);POINT (37.5783 55.7983);myData.biz;55.798108;37.578345;55.798557;37.578318
160337;32146;1071;66;101;91;13;Савёловский;LINESTRING (37.578318 55.798557, 37.57891 55.798572);POINT (37.5786 55.7986);myData.biz;55.798557;37.578318;55.798572;37.57891
160338;32146;1071;66;101;91;13;Савёловский;LINESTRING (37.57891 55.798572, 37.57897 55.798582);POINT (37.5789 55.7986);myData.biz;55.798572;37.57891;55.798582;37.57897
160339;32146;1071;66;101;91;13;Савёловский;LINESTRING (37.57897 55.798582, 37.579065 55.798598);POINT (37.579 55.7986);myData.biz;55.798582;37.57897;55.798598;37.579065
160340;32146;1071;66;101;91;13;Савёловский;LINESTRING (37.579065 55.798598, 37.579143 55.798693);POINT (37.5791 55.7986);myData.biz;55.798598;37.579065;55.798693;37.579143
160341;32146;1071;66;101;91;13;Савёловский;LINESTRING (37.579143 55.798693, 37.579212 55.798776);POINT (37.5792 55.7987);myData.biz;55.798693;37.579143;55.798776;37.579212
160342;32146;1071;66;101;91;13;Савёловский;LINESTRING (37.579212 55.798776, 37.57921 55.798829);POINT (37.5792 55.7988);myData.biz;55.798776;37.579212;55.798829;37.57921
160343;32146;1071;66;101;91;13;Савёловский;LINESTRING (37.57921 55.798829, 37.579107 55.798897);POINT (37.5792 55.7989);myData.biz;55.798829;37.57921;55.798897;37.579107
160344;32146;1071;66;101;91;13;Савёловский;LINESTRING (37.579107 55.798897, 37.579089 55.798908);POINT (37.5791 55.7989);myData.biz;55.798897;37.579107;55.798908;37.579089
160345;32146;1071;66;101;91;13;Савёловский;LINESTRING (37.579089 55.798908, 37.579289 55.799027);POINT (37.5792 55.799);myData.biz;55.798908;37.579089;55.799027;37.579289
160347;25861;862;53;81;73;11;Савёловский;LINESTRING (37.578181 55.793726, 37.579172 55.793789);POINT (37.5787 55.7938);myData.biz;55.793726;37.578181;55.793789;37.579172
160348;25861;862;53;81;73;11;Савёловский;LINESTRING (37.579172 55.793789, 37.57934 55.7938);POINT (37.5793 55.7938);myData.biz;55.793789;37.579172;55.7938;37.57934
160349;30172;1005;62;95;85;13;Савёловский;LINESTRING (37.57934 55.7938, 37.579551 55.79381);POINT (37.5794 55.7938);myData.biz;55.7938;37.57934;55.79381;37.579551
160350;30172;1005;62;95;85;13;Савёловский;LINESTRING (37.579551 55.79381, 37.579658 55.793843);POINT (37.5796 55.7938);myData.biz;55.79381;37.579551;55.793843;37.579658
160351;29213;973;60;92;82;12;Савёловский;LINESTRING (37.579658 55.793843, 37.580834 55.793925);POINT (37.5802 55.7939);myData.biz;55.793843;37.579658;55.793925;37.580834
160352;28840;961;59;91;81;12;Савёловский;LINESTRING (37.580834 55.793925, 37.580964 55.793879);POINT (37.5809 55.7939);myData.biz;55.793925;37.580834;55.793879;37.580964
160353;2094;69;4;6;5;0;Савёловский;LINESTRING (37.580964 55.793879, 37.58148 55.79393);POINT (37.5812 55.7939);myData.biz;55.793879;37.580964;55.79393;37.58148
160355;36880;1229;76;116;104;15;Савёловский;LINESTRING (37.581669 55.80137, 37.581796 55.801378);POINT (37.5817 55.8014);myData.biz;55.80137;37.581669;55.801378;37.581796
160356;38882;1296;80;123;110;16;Савёловский;LINESTRING (37.581796 55.801378, 37.581762 55.801632);POINT (37.5818 55.8015);myData.biz;55.801378;37.581796;55.801632;37.581762
160357;24782;826;51;78;70;10;Савёловский;LINESTRING (37.581762 55.801632, 37.582699 55.801683);POINT (37.5822 55.8017);myData.biz;55.801632;37.581762;55.801683;37.582699
160362;1750;58;3;5;4;0;Савёловский;LINESTRING (37.578764 55.805072, 37.579007 55.805112);POINT (37.5789 55.8051);myData.biz;55.805072;37.578764;55.805112;37.579007
160363;79996;2666;165;253;226;34;Савёловский;LINESTRING (37.58046 55.80535, 37.580596 55.805373);POINT (37.5805 55.8054);myData.biz;55.80535;37.58046;55.805373;37.580596
160364;79996;2666;165;253;226;34;Савёловский;LINESTRING (37.580596 55.805373, 37.580741 55.805396);POINT (37.5807 55.8054);myData.biz;55.805373;37.580596;55.805396;37.580741
160365;97853;3261;202;309;277;42;Савёловский;LINESTRING (37.580741 55.805396, 37.581415 55.805505);POINT (37.5811 55.8055);myData.biz;55.805396;37.580741;55.805505;37.581415
160366;128437;4281;266;406;363;55;Савёловский;LINESTRING (37.581415 55.805505, 37.58183 55.805574);POINT (37.5816 55.8055);myData.biz;55.805505;37.581415;55.805574;37.58183
160367;652169;21738;1350;2065;1847;282;Савёловский;LINESTRING (37.58183 55.805574, 37.582167 55.805628);POINT (37.582 55.8056);myData.biz;55.805574;37.58183;55.805628;37.582167
160368;652169;21738;1350;2065;1847;282;Савёловский;LINESTRING (37.582167 55.805628, 37.582387 55.805663);POINT (37.5823 55.8056);myData.biz;55.805628;37.582167;55.805663;37.582387
160397;2375;79;4;7;6;1;Савёловский;LINESTRING (37.578514 55.801114, 37.578167 55.801099);POINT (37.5783 55.8011);myData.biz;55.801114;37.578514;55.801099;37.578167
160398;871;29;1;2;2;0;Савёловский;LINESTRING (37.577092 55.801008, 37.577106 55.800948);POINT (37.5771 55.801);myData.biz;55.801008;37.577092;55.800948;37.577106
160399;545;18;1;1;1;0;Савёловский;LINESTRING (37.577394 55.800474, 37.577745 55.800495);POINT (37.5776 55.8005);myData.biz;55.800474;37.577394;55.800495;37.577745
160404;18011;600;37;57;51;7;Савёловский;LINESTRING (37.57636 55.803995, 37.575853 55.8039);POINT (37.5761 55.8039);myData.biz;55.803995;37.57636;55.8039;37.575853
160405;15909;530;32;50;45;6;Савёловский;LINESTRING (37.576653 55.804096, 37.576319 55.804044);POINT (37.5765 55.8041);myData.biz;55.804096;37.576653;55.804044;37.576319
160406;15909;530;32;50;45;6;Савёловский;LINESTRING (37.576319 55.804044, 37.57636 55.803995);POINT (37.5763 55.804);myData.biz;55.804044;37.576319;55.803995;37.57636
160407;7255;241;14;22;20;3;Савёловский;LINESTRING (37.579951 55.801162, 37.581691 55.801217);POINT (37.5808 55.8012);myData.biz;55.801162;37.579951;55.801217;37.581691
160408;923;30;1;2;2;0;Савёловский;LINESTRING (37.579951 55.801162, 37.578167 55.801099);POINT (37.5791 55.8011);myData.biz;55.801162;37.579951;55.801099;37.578167
160410;7440;248;15;23;21;3;Савёловский;LINESTRING (37.578312 55.801105, 37.577092 55.801008);POINT (37.5777 55.8011);myData.biz;55.801105;37.578312;55.801008;37.577092
160411;92845;3094;192;293;262;40;Савёловский;LINESTRING (37.581691 55.801217, 37.581705 55.801148);POINT (37.5817 55.8012);myData.biz;55.801217;37.581691;55.801148;37.581705
160412;65905;2196;136;208;186;28;Савёловский;LINESTRING (37.581705 55.801148, 37.581719 55.801062);POINT (37.5817 55.8011);myData.biz;55.801148;37.581705;55.801062;37.581719
160413;65905;2196;136;208;186;28;Савёловский;LINESTRING (37.581719 55.801062, 37.581858 55.801069);POINT (37.5818 55.8011);myData.biz;55.801062;37.581719;55.801069;37.581858
160414;75487;2516;156;239;213;32;Савёловский;LINESTRING (37.581858 55.801069, 37.581899 55.80085);POINT (37.5819 55.801);myData.biz;55.801069;37.581858;55.80085;37.581899
160415;75487;2516;156;239;213;32;Савёловский;LINESTRING (37.581899 55.80085, 37.581943 55.800629);POINT (37.5819 55.8007);myData.biz;55.80085;37.581899;55.800629;37.581943
160416;29744;991;61;94;84;12;Савёловский;LINESTRING (37.581943 55.800629, 37.582 55.800348);POINT (37.582 55.8005);myData.biz;55.800629;37.581943;55.800348;37.582
160417;26016;867;53;82;73;11;Савёловский;LINESTRING (37.582 55.800348, 37.582063 55.799907);POINT (37.582 55.8001);myData.biz;55.800348;37.582;55.799907;37.582063
160418;48520;1617;100;153;137;21;Савёловский;LINESTRING (37.582063 55.799907, 37.582064 55.799827);POINT (37.5821 55.7999);myData.biz;55.799907;37.582063;55.799827;37.582064
160419;100210;3340;207;317;283;43;Савёловский;LINESTRING (37.582064 55.799827, 37.58207 55.799511);POINT (37.5821 55.7997);myData.biz;55.799827;37.582064;55.799511;37.58207
160420;74585;2486;154;236;211;32;Савёловский;LINESTRING (37.58207 55.799511, 37.582083 55.799208);POINT (37.5821 55.7994);myData.biz;55.799511;37.58207;55.799208;37.582083
160421;75241;2508;155;238;213;32;Савёловский;LINESTRING (37.582083 55.799208, 37.58209 55.799047);POINT (37.5821 55.7991);myData.biz;55.799208;37.582083;55.799047;37.58209
160422;95936;3197;198;303;271;41;Савёловский;LINESTRING (37.58209 55.799047, 37.582104 55.798728);POINT (37.5821 55.7989);myData.biz;55.799047;37.58209;55.798728;37.582104
160423;103575;3452;214;327;293;44;Савёловский;LINESTRING (37.582104 55.798728, 37.582111 55.798395);POINT (37.5821 55.7986);myData.biz;55.798728;37.582104;55.798395;37.582111
160424;103575;3452;214;327;293;44;Савёловский;LINESTRING (37.582111 55.798395, 37.582114 55.798332);POINT (37.5821 55.7984);myData.biz;55.798395;37.582111;55.798332;37.582114
160425;219995;7333;455;696;623;95;Савёловский;LINESTRING (37.582114 55.798332, 37.582125 55.798138);POINT (37.5821 55.7982);myData.biz;55.798332;37.582114;55.798138;37.582125
160426;156553;5218;324;495;443;67;Савёловский;LINESTRING (37.582125 55.798138, 37.582073 55.798136);POINT (37.5821 55.7981);myData.biz;55.798138;37.582125;55.798136;37.582073
160427;10175;339;21;32;28;4;Савёловский;LINESTRING (37.579832 55.801158, 37.578167 55.801099);POINT (37.579 55.8011);myData.biz;55.801158;37.579832;55.801099;37.578167
160428;25941;864;53;82;73;11;Савёловский;LINESTRING (37.579832 55.801158, 37.581691 55.801217);POINT (37.5808 55.8012);myData.biz;55.801158;37.579832;55.801217;37.581691
160432;55693;1856;115;176;157;24;Савёловский;LINESTRING (37.581762 55.801632, 37.581613 55.802357);POINT (37.5817 55.802);myData.biz;55.801632;37.581762;55.802357;37.581613
160434;157379;5245;325;498;445;68;Савёловский;LINESTRING (37.562763 55.800726, 37.562657 55.800832);POINT (37.5627 55.8008);myData.biz;55.800726;37.562763;55.800832;37.562657
160435;174665;5822;361;553;494;75;Савёловский;LINESTRING (37.562657 55.800832, 37.562624 55.800864);POINT (37.5626 55.8008);myData.biz;55.800832;37.562657;55.800864;37.562624
160436;40998;1366;84;129;116;17;Савёловский;LINESTRING (37.561635 55.800562, 37.561056 55.800402);POINT (37.5613 55.8005);myData.biz;55.800562;37.561635;55.800402;37.561056
160437;3640;121;7;11;10;1;Савёловский;LINESTRING (37.561056 55.800402, 37.560993 55.800461);POINT (37.561 55.8004);myData.biz;55.800402;37.561056;55.800461;37.560993
160438;3640;121;7;11;10;1;Савёловский;LINESTRING (37.560993 55.800461, 37.560941 55.800511);POINT (37.561 55.8005);myData.biz;55.800461;37.560993;55.800511;37.560941
160439;22377;745;46;70;63;9;Савёловский;LINESTRING (37.579296 55.798043, 37.579875 55.79806);POINT (37.5796 55.7981);myData.biz;55.798043;37.579296;55.79806;37.579875
160443;59980;1999;124;189;169;25;Савёловский;LINESTRING (37.563906 55.793655, 37.565033 55.793229);POINT (37.5645 55.7934);myData.biz;55.793655;37.563906;55.793229;37.565033
160444;125308;4176;259;396;354;54;Савёловский;LINESTRING (37.565033 55.793229, 37.564964 55.793174);POINT (37.565 55.7932);myData.biz;55.793229;37.565033;55.793174;37.564964
160446;53030;1767;109;167;150;22;Савёловский;LINESTRING (37.561239 55.795757, 37.561143 55.795845);POINT (37.5612 55.7958);myData.biz;55.795757;37.561239;55.795845;37.561143
160447;53030;1767;109;167;150;22;Савёловский;LINESTRING (37.561143 55.795845, 37.561057 55.79594);POINT (37.5611 55.7959);myData.biz;55.795845;37.561143;55.79594;37.561057
160448;94524;3150;195;299;267;40;Савёловский;LINESTRING (37.561057 55.79594, 37.560155 55.79673);POINT (37.5606 55.7963);myData.biz;55.79594;37.561057;55.79673;37.560155
160451;144212;4807;298;456;408;62;Савёловский;LINESTRING (37.582114 55.798332, 37.582241 55.798336);POINT (37.5822 55.7983);myData.biz;55.798332;37.582114;55.798336;37.582241
160452;137958;4598;285;436;390;59;Савёловский;LINESTRING (37.582241 55.798336, 37.582466 55.798344);POINT (37.5824 55.7983);myData.biz;55.798336;37.582241;55.798344;37.582466
160453;132104;4403;273;418;374;57;Савёловский;LINESTRING (37.582466 55.798344, 37.58292 55.79836);POINT (37.5827 55.7984);myData.biz;55.798344;37.582466;55.79836;37.58292
160454;140212;4673;290;443;397;60;Савёловский;LINESTRING (37.58292 55.79836, 37.583137 55.798365);POINT (37.583 55.7984);myData.biz;55.79836;37.58292;55.798365;37.583137
160455;145917;4863;302;461;413;63;Савёловский;LINESTRING (37.583137 55.798365, 37.583464 55.79838);POINT (37.5833 55.7984);myData.biz;55.798365;37.583137;55.79838;37.583464
160456;151606;5053;314;480;429;65;Савёловский;LINESTRING (37.583464 55.79838, 37.583519 55.79838);POINT (37.5835 55.7984);myData.biz;55.79838;37.583464;55.79838;37.583519
160457;191590;6386;396;606;542;83;Савёловский;LINESTRING (37.583519 55.79838, 37.58347 55.798776);POINT (37.5835 55.7986);myData.biz;55.79838;37.583519;55.798776;37.58347
160458;231044;7701;478;731;654;100;Савёловский;LINESTRING (37.58347 55.798776, 37.583347 55.79951);POINT (37.5834 55.7991);myData.biz;55.798776;37.58347;55.79951;37.583347
160459;176985;5899;366;560;501;76;Савёловский;LINESTRING (37.583347 55.79951, 37.58344 55.799513);POINT (37.5834 55.7995);myData.biz;55.79951;37.583347;55.799513;37.58344
160460;375555;12518;777;1189;1064;162;Савёловский;LINESTRING (37.58344 55.799513, 37.584113 55.799537);POINT (37.5838 55.7995);myData.biz;55.799513;37.58344;55.799537;37.584113
160467;3440;114;7;10;9;1;Савёловский;LINESTRING (37.580743 55.797364, 37.58169 55.797313);POINT (37.5812 55.7973);myData.biz;55.797364;37.580743;55.797313;37.58169
160468;52254;1741;108;165;147;22;Савёловский;LINESTRING (37.58169 55.797313, 37.582068 55.797321);POINT (37.5819 55.7973);myData.biz;55.797313;37.58169;55.797321;37.582068
160469;50096;1669;103;158;141;21;Савёловский;LINESTRING (37.58169 55.797313, 37.581694 55.796873);POINT (37.5817 55.7971);myData.biz;55.797313;37.58169;55.796873;37.581694
160470;18874;629;39;59;53;8;Савёловский;LINESTRING (37.581694 55.796873, 37.581698 55.796496);POINT (37.5817 55.7967);myData.biz;55.796873;37.581694;55.796496;37.581698
160471;100241;3341;207;317;283;43;Савёловский;LINESTRING (37.581698 55.796496, 37.582007 55.796502);POINT (37.5819 55.7965);myData.biz;55.796496;37.581698;55.796502;37.582007
160472;100241;3341;207;317;283;43;Савёловский;LINESTRING (37.582007 55.796502, 37.582077 55.796503);POINT (37.582 55.7965);myData.biz;55.796502;37.582007;55.796503;37.582077
160473;2462;82;5;7;6;1;Савёловский;LINESTRING (37.579305 55.797414, 37.580303 55.797388);POINT (37.5798 55.7974);myData.biz;55.797414;37.579305;55.797388;37.580303
160474;8728;290;18;27;24;3;Савёловский;LINESTRING (37.580303 55.797388, 37.58169 55.797313);POINT (37.581 55.7974);myData.biz;55.797388;37.580303;55.797313;37.58169
160475;319;10;0;0;0;0;Савёловский;LINESTRING (37.578464 55.79515, 37.577865 55.795118);POINT (37.5782 55.7951);myData.biz;55.79515;37.578464;55.795118;37.577865
160476;122214;4073;253;386;346;52;Савёловский;LINESTRING (37.577874 55.795032, 37.577076 55.794975);POINT (37.5775 55.795);myData.biz;55.795032;37.577874;55.794975;37.577076
160477;103873;3462;215;328;294;45;Савёловский;LINESTRING (37.577076 55.794975, 37.576855 55.794959);POINT (37.577 55.795);myData.biz;55.794975;37.577076;55.794959;37.576855
160478;53930;1797;111;170;152;23;Савёловский;LINESTRING (37.576855 55.794959, 37.576873 55.794877);POINT (37.5769 55.7949);myData.biz;55.794959;37.576855;55.794877;37.576873
160479;106821;3560;221;338;302;46;Савёловский;LINESTRING (37.576873 55.794877, 37.576693 55.794866);POINT (37.5768 55.7949);myData.biz;55.794877;37.576873;55.794866;37.576693
160480;106821;3560;221;338;302;46;Савёловский;LINESTRING (37.576693 55.794866, 37.576565 55.794856);POINT (37.5766 55.7949);myData.biz;55.794866;37.576693;55.794856;37.576565
160481;131315;4377;271;415;372;56;Савёловский;LINESTRING (37.576565 55.794856, 37.576435 55.794847);POINT (37.5765 55.7949);myData.biz;55.794856;37.576565;55.794847;37.576435
160482;125692;4189;260;397;356;54;Савёловский;LINESTRING (37.576435 55.794847, 37.576142 55.794821);POINT (37.5763 55.7948);myData.biz;55.794847;37.576435;55.794821;37.576142
160483;125738;4191;260;398;356;54;Савёловский;LINESTRING (37.576142 55.794821, 37.576052 55.794812);POINT (37.5761 55.7948);myData.biz;55.794821;37.576142;55.794812;37.576052
160484;37100;1236;76;117;105;16;Савёловский;LINESTRING (37.576052 55.794812, 37.573721 55.794656);POINT (37.5749 55.7947);myData.biz;55.794812;37.576052;55.794656;37.573721
160485;75225;2507;155;238;213;32;Савёловский;LINESTRING (37.573721 55.794656, 37.573614 55.794643);POINT (37.5737 55.7946);myData.biz;55.794656;37.573721;55.794643;37.573614
160486;75225;2507;155;238;213;32;Савёловский;LINESTRING (37.573614 55.794643, 37.573489 55.794637);POINT (37.5736 55.7946);myData.biz;55.794643;37.573614;55.794637;37.573489
160487;57347;1911;118;181;162;24;Савёловский;LINESTRING (37.573489 55.794637, 37.573224 55.794621);POINT (37.5734 55.7946);myData.biz;55.794637;37.573489;55.794621;37.573224
160488;57347;1911;118;181;162;24;Савёловский;LINESTRING (37.573224 55.794621, 37.572856 55.794593);POINT (37.573 55.7946);myData.biz;55.794621;37.573224;55.794593;37.572856
160489;57347;1911;118;181;162;24;Савёловский;LINESTRING (37.572856 55.794593, 37.572456 55.794567);POINT (37.5727 55.7946);myData.biz;55.794593;37.572856;55.794567;37.572456
160490;57347;1911;118;181;162;24;Савёловский;LINESTRING (37.572456 55.794567, 37.572186 55.794549);POINT (37.5723 55.7946);myData.biz;55.794567;37.572456;55.794549;37.572186
160491;145883;4862;302;461;413;63;Савёловский;LINESTRING (37.572186 55.794549, 37.57203 55.794539);POINT (37.5721 55.7945);myData.biz;55.794549;37.572186;55.794539;37.57203
160492;145912;4863;302;461;413;63;Савёловский;LINESTRING (37.57203 55.794539, 37.571630999999996 55.794508);POINT (37.5718 55.7945);myData.biz;55.794539;37.57203;55.794508;37.571631
160493;135407;4513;280;428;383;58;Савёловский;LINESTRING (37.571630999999996 55.794508, 37.571292 55.794485);POINT (37.5715 55.7945);myData.biz;55.794508;37.571631;55.794485;37.571292
160494;127667;4255;264;404;361;55;Савёловский;LINESTRING (37.571292 55.794485, 37.570763 55.794446);POINT (37.571 55.7945);myData.biz;55.794485;37.571292;55.794446;37.570763
160495;25219;840;52;79;71;10;Савёловский;LINESTRING (37.570763 55.794446, 37.570698 55.794294);POINT (37.5707 55.7944);myData.biz;55.794446;37.570763;55.794294;37.570698
160496;39407;1313;81;124;111;17;Савёловский;LINESTRING (37.570698 55.794294, 37.570797 55.793825);POINT (37.5707 55.7941);myData.biz;55.794294;37.570698;55.793825;37.570797
160497;26715;890;55;84;75;11;Савёловский;LINESTRING (37.570797 55.793825, 37.57067 55.793681);POINT (37.5707 55.7938);myData.biz;55.793825;37.570797;55.793681;37.57067
160498;18294;609;37;57;51;7;Савёловский;LINESTRING (37.57067 55.793681, 37.570032 55.793636);POINT (37.5704 55.7937);myData.biz;55.793681;37.57067;55.793636;37.570032
160499;36077;1202;74;114;102;15;Савёловский;LINESTRING (37.570032 55.793636, 37.569325 55.793587);POINT (37.5697 55.7936);myData.biz;55.793636;37.570032;55.793587;37.569325
160500;971;32;1;3;2;0;Савёловский;LINESTRING (37.578464 55.79515, 37.579062 55.795183);POINT (37.5788 55.7952);myData.biz;55.79515;37.578464;55.795183;37.579062
160501;54498;1816;112;172;154;23;Савёловский;LINESTRING (37.579062 55.795183, 37.579157 55.795191);POINT (37.5791 55.7952);myData.biz;55.795183;37.579062;55.795191;37.579157
160502;35672;1189;73;112;101;15;Савёловский;LINESTRING (37.579157 55.795191, 37.58206 55.795552);POINT (37.5806 55.7954);myData.biz;55.795191;37.579157;55.795552;37.58206
160503;83618;2787;173;264;236;36;Савёловский;LINESTRING (37.582068 55.797321, 37.582117 55.797322);POINT (37.5821 55.7973);myData.biz;55.797321;37.582068;55.797322;37.582117
160504;63442;2114;131;200;179;27;Савёловский;LINESTRING (37.582117 55.797322, 37.582125 55.798138);POINT (37.5821 55.7977);myData.biz;55.797322;37.582117;55.798138;37.582125
160506;25727;857;53;81;72;11;Савёловский;LINESTRING (37.581678 55.801334, 37.581805 55.801344);POINT (37.5817 55.8013);myData.biz;55.801334;37.581678;55.801344;37.581805
160507;25727;857;53;81;72;11;Савёловский;LINESTRING (37.581805 55.801344, 37.58196 55.801354);POINT (37.5819 55.8013);myData.biz;55.801344;37.581805;55.801354;37.58196
160508;25727;857;53;81;72;11;Савёловский;LINESTRING (37.58196 55.801354, 37.582024 55.801294);POINT (37.582 55.8013);myData.biz;55.801354;37.58196;55.801294;37.582024
160509;16383;546;33;51;46;7;Савёловский;LINESTRING (37.582024 55.801294, 37.582032 55.801244);POINT (37.582 55.8013);myData.biz;55.801294;37.582024;55.801244;37.582032
160510;13984;466;28;44;39;6;Савёловский;LINESTRING (37.582032 55.801244, 37.582783 55.801284);POINT (37.5824 55.8013);myData.biz;55.801244;37.582032;55.801284;37.582783
160511;55716;1857;115;176;157;24;Савёловский;LINESTRING (37.582783 55.801284, 37.583152 55.801304);POINT (37.583 55.8013);myData.biz;55.801284;37.582783;55.801304;37.583152
160512;191132;6371;395;605;541;82;Савёловский;LINESTRING (37.583152 55.801304, 37.583155 55.801278);POINT (37.5832 55.8013);myData.biz;55.801304;37.583152;55.801278;37.583155
160513;191132;6371;395;605;541;82;Савёловский;LINESTRING (37.583155 55.801278, 37.58316 55.801241);POINT (37.5832 55.8013);myData.biz;55.801278;37.583155;55.801241;37.58316
160514;191132;6371;395;605;541;82;Савёловский;LINESTRING (37.58316 55.801241, 37.583163 55.80122);POINT (37.5832 55.8012);myData.biz;55.801241;37.58316;55.80122;37.583163
160515;190326;6344;394;602;539;82;Савёловский;LINESTRING (37.583163 55.80122, 37.583175 55.801135);POINT (37.5832 55.8012);myData.biz;55.80122;37.583163;55.801135;37.583175
160516;190326;6344;394;602;539;82;Савёловский;LINESTRING (37.583175 55.801135, 37.583234 55.800814);POINT (37.5832 55.801);myData.biz;55.801135;37.583175;55.800814;37.583234
160517;240335;8011;497;761;680;104;Савёловский;LINESTRING (37.583234 55.800814, 37.58332 55.800196);POINT (37.5833 55.8005);myData.biz;55.800814;37.583234;55.800196;37.58332
160518;203424;6780;421;644;576;88;Савёловский;LINESTRING (37.58332 55.800196, 37.583354 55.800142);POINT (37.5833 55.8002);myData.biz;55.800196;37.58332;55.800142;37.583354
160519;203424;6780;421;644;576;88;Савёловский;LINESTRING (37.583354 55.800142, 37.58338 55.799957);POINT (37.5834 55.8);myData.biz;55.800142;37.583354;55.799957;37.58338
160520;198570;6619;411;628;562;86;Савёловский;LINESTRING (37.58338 55.799957, 37.58344 55.799513);POINT (37.5834 55.7997);myData.biz;55.799957;37.58338;55.799513;37.58344
160522;98858;3295;204;313;280;42;Савёловский;LINESTRING (37.565273 55.797129, 37.565024 55.797052);POINT (37.5651 55.7971);myData.biz;55.797129;37.565273;55.797052;37.565024
160523;98858;3295;204;313;280;42;Савёловский;LINESTRING (37.565024 55.797052, 37.564801 55.797014);POINT (37.5649 55.797);myData.biz;55.797052;37.565024;55.797014;37.564801
160524;69851;2328;144;221;197;30;Савёловский;LINESTRING (37.564801 55.797014, 37.564476 55.796904);POINT (37.5646 55.797);myData.biz;55.797014;37.564801;55.796904;37.564476
160525;95651;3188;198;302;270;41;Савёловский;LINESTRING (37.564481 55.797025, 37.562589 55.798818);POINT (37.5635 55.7979);myData.biz;55.797025;37.564481;55.798818;37.562589
160526;36392;1213;75;115;103;15;Савёловский;LINESTRING (37.562589 55.798818, 37.562372 55.799023);POINT (37.5625 55.7989);myData.biz;55.798818;37.562589;55.799023;37.562372
160527;56467;1882;116;178;159;24;Савёловский;LINESTRING (37.562372 55.799023, 37.56184 55.799523);POINT (37.5621 55.7993);myData.biz;55.799023;37.562372;55.799523;37.56184
160528;28784;959;59;91;81;12;Савёловский;LINESTRING (37.56184 55.799523, 37.561532 55.799804);POINT (37.5617 55.7997);myData.biz;55.799523;37.56184;55.799804;37.561532
160529;120370;4012;249;381;341;52;Савёловский;LINESTRING (37.564393 55.796998, 37.563724 55.796792);POINT (37.5641 55.7969);myData.biz;55.796998;37.564393;55.796792;37.563724
160530;26708;890;55;84;75;11;Савёловский;LINESTRING (37.563724 55.796792, 37.563419 55.797052);POINT (37.5636 55.7969);myData.biz;55.796792;37.563724;55.797052;37.563419
160531;26708;890;55;84;75;11;Савёловский;LINESTRING (37.563419 55.797052, 37.563206 55.796975);POINT (37.5633 55.797);myData.biz;55.797052;37.563419;55.796975;37.563206
160532;13397;446;27;42;37;5;Савёловский;LINESTRING (37.563206 55.796975, 37.562615 55.797511);POINT (37.5629 55.7972);myData.biz;55.796975;37.563206;55.797511;37.562615
160533;32633;1087;67;103;92;14;Савёловский;LINESTRING (37.571262 55.805699, 37.571332 55.805559);POINT (37.5713 55.8056);myData.biz;55.805699;37.571262;55.805559;37.571332
160534;86644;2888;179;274;245;37;Савёловский;LINESTRING (37.571332 55.805559, 37.569982 55.805306);POINT (37.5707 55.8054);myData.biz;55.805559;37.571332;55.805306;37.569982
160535;96230;3207;199;304;272;41;Савёловский;LINESTRING (37.569982 55.805306, 37.567704 55.804843);POINT (37.5688 55.8051);myData.biz;55.805306;37.569982;55.804843;37.567704
