Identif;MonthlyPeoples;DailyPeoples;HourlyPeoples_08_22;HourlyPeoples_08_10;HourlyPeoples_17_19;HourlyPeoples_22_08;DistrictName;WKT;HeatmapPoint;Author;lat1;lon1;lat2;lon2
304886;23357;778;48;73;66;10;Южное Медведково;LINESTRING (37.623187 55.872745, 37.62327 55.872786);POINT (37.6232 55.8728);myData.biz;55.872745;37.623187;55.872786;37.62327
304887;23357;778;48;73;66;10;Южное Медведково;LINESTRING (37.62327 55.872786, 37.623397 55.872733);POINT (37.6233 55.8728);myData.biz;55.872786;37.62327;55.872733;37.623397
304888;12633;421;26;39;35;5;Южное Медведково;LINESTRING (37.623397 55.872733, 37.623554 55.872551);POINT (37.6235 55.8726);myData.biz;55.872733;37.623397;55.872551;37.623554
304889;12633;421;26;39;35;5;Южное Медведково;LINESTRING (37.623554 55.872551, 37.623065 55.8724);POINT (37.6233 55.8725);myData.biz;55.872551;37.623554;55.8724;37.623065
304890;14633;487;30;46;41;6;Южное Медведково;LINESTRING (37.623065 55.8724, 37.623774 55.871937);POINT (37.6234 55.8722);myData.biz;55.8724;37.623065;55.871937;37.623774
304891;14633;487;30;46;41;6;Южное Медведково;LINESTRING (37.623774 55.871937, 37.624024 55.871732);POINT (37.6239 55.8718);myData.biz;55.871937;37.623774;55.871732;37.624024
304892;14633;487;30;46;41;6;Южное Медведково;LINESTRING (37.624024 55.871732, 37.625484 55.871455);POINT (37.6248 55.8716);myData.biz;55.871732;37.624024;55.871455;37.625484
304893;66326;2210;137;209;187;28;Южное Медведково;LINESTRING (37.624572 55.873954, 37.624559 55.874054);POINT (37.6246 55.874);myData.biz;55.873954;37.624572;55.874054;37.624559
304894;65422;2180;135;207;185;28;Южное Медведково;LINESTRING (37.624559 55.874054, 37.624828 55.874001);POINT (37.6247 55.874);myData.biz;55.874054;37.624559;55.874001;37.624828
304895;65422;2180;135;207;185;28;Южное Медведково;LINESTRING (37.624828 55.874001, 37.624858 55.874054);POINT (37.6248 55.874);myData.biz;55.874001;37.624828;55.874054;37.624858
304896;124783;4159;258;395;353;54;Южное Медведково;LINESTRING (37.624858 55.874054, 37.624985 55.874278);POINT (37.6249 55.8742);myData.biz;55.874054;37.624858;55.874278;37.624985
304897;77108;2570;159;244;218;33;Южное Медведково;LINESTRING (37.624985 55.874278, 37.625078 55.874553);POINT (37.625 55.8744);myData.biz;55.874278;37.624985;55.874553;37.625078
304898;23484;782;48;74;66;10;Южное Медведково;LINESTRING (37.625078 55.874553, 37.626914 55.874322);POINT (37.626 55.8744);myData.biz;55.874553;37.625078;55.874322;37.626914
304899;53451;1781;110;169;151;23;Южное Медведково;LINESTRING (37.626914 55.874322, 37.627186 55.874296);POINT (37.627 55.8743);myData.biz;55.874322;37.626914;55.874296;37.627186
304900;91953;3065;190;291;260;39;Южное Медведково;LINESTRING (37.627186 55.874296, 37.627537 55.875197);POINT (37.6274 55.8747);myData.biz;55.874296;37.627186;55.875197;37.627537
304901;1440;48;2;4;4;0;Южное Медведково;LINESTRING (37.626745 55.877492, 37.626388 55.87753);POINT (37.6266 55.8775);myData.biz;55.877492;37.626745;55.87753;37.626388
304905;15080;502;31;47;42;6;Южное Медведково;LINESTRING (37.618223 55.87411, 37.618203 55.874104);POINT (37.6182 55.8741);myData.biz;55.87411;37.618223;55.874104;37.618203
304914;12465;415;25;39;35;5;Южное Медведково;LINESTRING (37.628206 55.873866, 37.628368 55.873924);POINT (37.6283 55.8739);myData.biz;55.873866;37.628206;55.873924;37.628368
304915;58899;1963;121;186;166;25;Южное Медведково;LINESTRING (37.628368 55.873924, 37.627731 55.874005);POINT (37.628 55.874);myData.biz;55.873924;37.628368;55.874005;37.627731
304917;62923;2097;130;199;178;27;Южное Медведково;LINESTRING (37.636291 55.869198, 37.636045 55.869203);POINT (37.6362 55.8692);myData.biz;55.869198;37.636291;55.869203;37.636045
304918;62923;2097;130;199;178;27;Южное Медведково;LINESTRING (37.636045 55.869203, 37.635673 55.869172);POINT (37.6359 55.8692);myData.biz;55.869203;37.636045;55.869172;37.635673
304919;40636;1354;84;128;115;17;Южное Медведково;LINESTRING (37.644744 55.870001, 37.644887 55.870015);POINT (37.6448 55.87);myData.biz;55.870001;37.644744;55.870015;37.644887
304920;34708;1156;71;109;98;15;Южное Медведково;LINESTRING (37.644887 55.870015, 37.645238 55.87005);POINT (37.6451 55.87);myData.biz;55.870015;37.644887;55.87005;37.645238
304921;34708;1156;71;109;98;15;Южное Медведково;LINESTRING (37.645238 55.87005, 37.645494 55.870105);POINT (37.6454 55.8701);myData.biz;55.87005;37.645238;55.870105;37.645494
304922;48442;1614;100;153;137;20;Южное Медведково;LINESTRING (37.649039 55.869793, 37.649072 55.869842);POINT (37.6491 55.8698);myData.biz;55.869793;37.649039;55.869842;37.649072
304923;48442;1614;100;153;137;20;Южное Медведково;LINESTRING (37.649072 55.869842, 37.649162 55.869844);POINT (37.6491 55.8698);myData.biz;55.869842;37.649072;55.869844;37.649162
304924;76867;2562;159;243;217;33;Южное Медведково;LINESTRING (37.649162 55.869844, 37.649323 55.87002);POINT (37.6492 55.8699);myData.biz;55.869844;37.649162;55.87002;37.649323
304925;74041;2468;153;234;209;32;Южное Медведково;LINESTRING (37.649323 55.87002, 37.649619 55.870502);POINT (37.6495 55.8703);myData.biz;55.87002;37.649323;55.870502;37.649619
304926;74041;2468;153;234;209;32;Южное Медведково;LINESTRING (37.649619 55.870502, 37.649698 55.870511);POINT (37.6497 55.8705);myData.biz;55.870502;37.649619;55.870511;37.649698
304927;74041;2468;153;234;209;32;Южное Медведково;LINESTRING (37.649698 55.870511, 37.649698 55.870568);POINT (37.6497 55.8705);myData.biz;55.870511;37.649698;55.870568;37.649698
304928;270178;9005;559;855;765;117;Южное Медведково;LINESTRING (37.649698 55.870568, 37.651719 55.871415);POINT (37.6507 55.871);myData.biz;55.870568;37.649698;55.871415;37.651719
304929;39619;1320;82;125;112;17;Южное Медведково;LINESTRING (37.636634 55.86858, 37.636383 55.868557);POINT (37.6365 55.8686);myData.biz;55.86858;37.636634;55.868557;37.636383
304930;3139;104;6;9;8;1;Южное Медведково;LINESTRING (37.646097 55.871045, 37.645993 55.871037);POINT (37.646 55.871);myData.biz;55.871045;37.646097;55.871037;37.645993
304931;3139;104;6;9;8;1;Южное Медведково;LINESTRING (37.645993 55.871037, 37.645858 55.871038);POINT (37.6459 55.871);myData.biz;55.871037;37.645993;55.871038;37.645858
304932;3139;104;6;9;8;1;Южное Медведково;LINESTRING (37.645858 55.871038, 37.645607 55.871126);POINT (37.6457 55.8711);myData.biz;55.871038;37.645858;55.871126;37.645607
304933;3139;104;6;9;8;1;Южное Медведково;LINESTRING (37.645607 55.871126, 37.645561 55.871181);POINT (37.6456 55.8712);myData.biz;55.871126;37.645607;55.871181;37.645561
304934;3139;104;6;9;8;1;Южное Медведково;LINESTRING (37.645561 55.871181, 37.645326 55.871344);POINT (37.6454 55.8713);myData.biz;55.871181;37.645561;55.871344;37.645326
304935;3139;104;6;9;8;1;Южное Медведково;LINESTRING (37.645326 55.871344, 37.645206 55.871427);POINT (37.6453 55.8714);myData.biz;55.871344;37.645326;55.871427;37.645206
304936;5117;170;10;16;14;2;Южное Медведково;LINESTRING (37.652621 55.872429, 37.653414 55.872389);POINT (37.653 55.8724);myData.biz;55.872429;37.652621;55.872389;37.653414
304939;33006;1100;68;104;93;14;Южное Медведково;LINESTRING (37.652026 55.874475, 37.652873 55.87443);POINT (37.6524 55.8745);myData.biz;55.874475;37.652026;55.87443;37.652873
304940;641;21;1;1;1;0;Южное Медведково;LINESTRING (37.653424 55.874531, 37.654144 55.874409);POINT (37.6538 55.8745);myData.biz;55.874531;37.653424;55.874409;37.654144
304941;641;21;1;1;1;0;Южное Медведково;LINESTRING (37.654144 55.874409, 37.654278 55.874384);POINT (37.6542 55.8744);myData.biz;55.874409;37.654144;55.874384;37.654278
304942;641;21;1;1;1;0;Южное Медведково;LINESTRING (37.654278 55.874384, 37.654737 55.874283);POINT (37.6545 55.8743);myData.biz;55.874384;37.654278;55.874283;37.654737
304943;641;21;1;1;1;0;Южное Медведково;LINESTRING (37.654737 55.874283, 37.655133 55.874262);POINT (37.6549 55.8743);myData.biz;55.874283;37.654737;55.874262;37.655133
304944;641;21;1;1;1;0;Южное Медведково;LINESTRING (37.655133 55.874262, 37.655296 55.874281);POINT (37.6552 55.8743);myData.biz;55.874262;37.655133;55.874281;37.655296
304945;641;21;1;1;1;0;Южное Медведково;LINESTRING (37.655296 55.874281, 37.655424 55.874297);POINT (37.6554 55.8743);myData.biz;55.874281;37.655296;55.874297;37.655424
304946;641;21;1;1;1;0;Южное Медведково;LINESTRING (37.655424 55.874297, 37.655872 55.87435);POINT (37.6556 55.8743);myData.biz;55.874297;37.655424;55.87435;37.655872
304947;641;21;1;1;1;0;Южное Медведково;LINESTRING (37.655872 55.87435, 37.65614 55.874354);POINT (37.656 55.8744);myData.biz;55.87435;37.655872;55.874354;37.65614
304948;641;21;1;1;1;0;Южное Медведково;LINESTRING (37.65614 55.874354, 37.656633 55.874294);POINT (37.6564 55.8743);myData.biz;55.874354;37.65614;55.874294;37.656633
304949;641;21;1;1;1;0;Южное Медведково;LINESTRING (37.656633 55.874294, 37.656697 55.874304);POINT (37.6567 55.8743);myData.biz;55.874294;37.656633;55.874304;37.656697
304950;2815;93;5;8;7;1;Южное Медведково;LINESTRING (37.656697 55.874304, 37.656827 55.874368);POINT (37.6568 55.8743);myData.biz;55.874304;37.656697;55.874368;37.656827
304951;2815;93;5;8;7;1;Южное Медведково;LINESTRING (37.656827 55.874368, 37.656893 55.874448);POINT (37.6569 55.8744);myData.biz;55.874368;37.656827;55.874448;37.656893
304952;2815;93;5;8;7;1;Южное Медведково;LINESTRING (37.656893 55.874448, 37.656932 55.874581);POINT (37.6569 55.8745);myData.biz;55.874448;37.656893;55.874581;37.656932
304953;2815;93;5;8;7;1;Южное Медведково;LINESTRING (37.656932 55.874581, 37.656966 55.874707);POINT (37.6569 55.8746);myData.biz;55.874581;37.656932;55.874707;37.656966
304954;2815;93;5;8;7;1;Южное Медведково;LINESTRING (37.656966 55.874707, 37.656972 55.874783);POINT (37.657 55.8747);myData.biz;55.874707;37.656966;55.874783;37.656972
304955;2815;93;5;8;7;1;Южное Медведково;LINESTRING (37.656972 55.874783, 37.656979 55.874882);POINT (37.657 55.8748);myData.biz;55.874783;37.656972;55.874882;37.656979
304956;1483;49;3;4;4;0;Южное Медведково;LINESTRING (37.656979 55.874882, 37.657064 55.874983);POINT (37.657 55.8749);myData.biz;55.874882;37.656979;55.874983;37.657064
304957;49825;1660;103;157;141;21;Южное Медведково;LINESTRING (37.652621 55.872429, 37.65274 55.873352);POINT (37.6527 55.8729);myData.biz;55.872429;37.652621;55.873352;37.65274
304958;5912;197;12;18;16;2;Южное Медведково;LINESTRING (37.65392 55.873196, 37.654398 55.873196);POINT (37.6542 55.8732);myData.biz;55.873196;37.65392;55.873196;37.654398
304959;5912;197;12;18;16;2;Южное Медведково;LINESTRING (37.654398 55.873196, 37.654766 55.873273);POINT (37.6546 55.8732);myData.biz;55.873196;37.654398;55.873273;37.654766
304960;5942;198;12;18;16;2;Южное Медведково;LINESTRING (37.654766 55.873273, 37.655239 55.873205);POINT (37.655 55.8732);myData.biz;55.873273;37.654766;55.873205;37.655239
304961;12693;423;26;40;35;5;Южное Медведково;LINESTRING (37.636717 55.878154, 37.636561 55.878169);POINT (37.6366 55.8782);myData.biz;55.878154;37.636717;55.878169;37.636561
304962;12693;423;26;40;35;5;Южное Медведково;LINESTRING (37.636561 55.878169, 37.636488 55.878176);POINT (37.6365 55.8782);myData.biz;55.878169;37.636561;55.878176;37.636488
304963;12693;423;26;40;35;5;Южное Медведково;LINESTRING (37.636488 55.878176, 37.636112 55.878214);POINT (37.6363 55.8782);myData.biz;55.878176;37.636488;55.878214;37.636112
304964;12693;423;26;40;35;5;Южное Медведково;LINESTRING (37.636112 55.878214, 37.636006 55.878223);POINT (37.6361 55.8782);myData.biz;55.878214;37.636112;55.878223;37.636006
304965;12693;423;26;40;35;5;Южное Медведково;LINESTRING (37.636006 55.878223, 37.635814 55.878241);POINT (37.6359 55.8782);myData.biz;55.878223;37.636006;55.878241;37.635814
304966;28692;956;59;90;81;12;Южное Медведково;LINESTRING (37.635814 55.878241, 37.635627 55.878259);POINT (37.6357 55.8783);myData.biz;55.878241;37.635814;55.878259;37.635627
304967;20775;692;43;65;58;8;Южное Медведково;LINESTRING (37.635627 55.878259, 37.634333 55.878382);POINT (37.635 55.8783);myData.biz;55.878259;37.635627;55.878382;37.634333
304968;20775;692;43;65;58;8;Южное Медведково;LINESTRING (37.634333 55.878382, 37.633828 55.878432);POINT (37.6341 55.8784);myData.biz;55.878382;37.634333;55.878432;37.633828
304969;66893;2229;138;211;189;28;Южное Медведково;LINESTRING (37.633828 55.878432, 37.632079 55.878612);POINT (37.633 55.8785);myData.biz;55.878432;37.633828;55.878612;37.632079
304970;38897;1296;80;123;110;16;Южное Медведково;LINESTRING (37.632041 55.878532, 37.631532 55.87858);POINT (37.6318 55.8786);myData.biz;55.878532;37.632041;55.87858;37.631532
304971;9087;302;18;28;25;3;Южное Медведково;LINESTRING (37.631532 55.87858, 37.631331 55.877977);POINT (37.6314 55.8783);myData.biz;55.87858;37.631532;55.877977;37.631331
304972;9087;302;18;28;25;3;Южное Медведково;LINESTRING (37.631331 55.877977, 37.631255 55.877819);POINT (37.6313 55.8779);myData.biz;55.877977;37.631331;55.877819;37.631255
304973;19247;641;39;60;54;8;Южное Медведково;LINESTRING (37.631255 55.877819, 37.631114 55.87739);POINT (37.6312 55.8776);myData.biz;55.877819;37.631255;55.87739;37.631114
304974;66289;2209;137;209;187;28;Южное Медведково;LINESTRING (37.631114 55.87739, 37.630849 55.877447);POINT (37.631 55.8774);myData.biz;55.87739;37.631114;55.877447;37.630849
304975;66289;2209;137;209;187;28;Южное Медведково;LINESTRING (37.630849 55.877447, 37.6309 55.877469);POINT (37.6309 55.8775);myData.biz;55.877447;37.630849;55.877469;37.6309
304976;66289;2209;137;209;187;28;Южное Медведково;LINESTRING (37.6309 55.877469, 37.630959 55.877701);POINT (37.6309 55.8776);myData.biz;55.877469;37.6309;55.877701;37.630959
304977;66289;2209;137;209;187;28;Южное Медведково;LINESTRING (37.630959 55.877701, 37.630934 55.877733);POINT (37.6309 55.8777);myData.biz;55.877701;37.630959;55.877733;37.630934
304978;66289;2209;137;209;187;28;Южное Медведково;LINESTRING (37.630934 55.877733, 37.630825 55.87776);POINT (37.6309 55.8777);myData.biz;55.877733;37.630934;55.87776;37.630825
304979;58218;1940;120;184;164;25;Южное Медведково;LINESTRING (37.630825 55.87776, 37.630474 55.877796);POINT (37.6306 55.8778);myData.biz;55.87776;37.630825;55.877796;37.630474
304981;4781;159;9;15;13;2;Южное Медведково;LINESTRING (37.629971 55.873633, 37.629872 55.873495);POINT (37.6299 55.8736);myData.biz;55.873633;37.629971;55.873495;37.629872
304982;11610;387;24;36;32;5;Южное Медведково;LINESTRING (37.629872 55.873495, 37.629774 55.873511);POINT (37.6298 55.8735);myData.biz;55.873495;37.629872;55.873511;37.629774
304984;12375;412;25;39;35;5;Южное Медведково;LINESTRING (37.629952 55.873707, 37.629699 55.873731);POINT (37.6298 55.8737);myData.biz;55.873707;37.629952;55.873731;37.629699
304985;185709;6190;384;588;526;80;Южное Медведково;LINESTRING (37.629699 55.873731, 37.629527 55.873717);POINT (37.6296 55.8737);myData.biz;55.873731;37.629699;55.873717;37.629527
304986;139461;4648;288;441;395;60;Южное Медведково;LINESTRING (37.629527 55.873717, 37.628966 55.873781);POINT (37.6292 55.8737);myData.biz;55.873717;37.629527;55.873781;37.628966
304987;103338;3444;214;327;292;44;Южное Медведково;LINESTRING (37.628966 55.873781, 37.628703 55.87381);POINT (37.6288 55.8738);myData.biz;55.873781;37.628966;55.87381;37.628703
304988;75231;2507;155;238;213;32;Южное Медведково;LINESTRING (37.628703 55.87381, 37.628571 55.873825);POINT (37.6286 55.8738);myData.biz;55.87381;37.628703;55.873825;37.628571
304989;75231;2507;155;238;213;32;Южное Медведково;LINESTRING (37.628571 55.873825, 37.628368 55.873924);POINT (37.6285 55.8739);myData.biz;55.873825;37.628571;55.873924;37.628368
304990;11590;386;23;36;32;5;Южное Медведково;LINESTRING (37.629774 55.873511, 37.629671 55.873411);POINT (37.6297 55.8735);myData.biz;55.873511;37.629774;55.873411;37.629671
304991;65468;2182;135;207;185;28;Южное Медведково;LINESTRING (37.629671 55.873411, 37.629483 55.873269);POINT (37.6296 55.8733);myData.biz;55.873411;37.629671;55.873269;37.629483
304992;121273;4042;251;383;343;52;Южное Медведково;LINESTRING (37.628787 55.873389, 37.628736 55.873313);POINT (37.6288 55.8734);myData.biz;55.873389;37.628787;55.873313;37.628736
304993;121273;4042;251;383;343;52;Южное Медведково;LINESTRING (37.628736 55.873313, 37.628665 55.873221);POINT (37.6287 55.8733);myData.biz;55.873313;37.628736;55.873221;37.628665
304994;3797;126;7;11;10;1;Южное Медведково;LINESTRING (37.651719 55.871415, 37.651497 55.871194);POINT (37.6516 55.8713);myData.biz;55.871415;37.651719;55.871194;37.651497
304995;3797;126;7;11;10;1;Южное Медведково;LINESTRING (37.651497 55.871194, 37.651015 55.870571);POINT (37.6513 55.8709);myData.biz;55.871194;37.651497;55.870571;37.651015
304996;7256;241;14;22;20;3;Южное Медведково;LINESTRING (37.651015 55.870571, 37.650505 55.87023);POINT (37.6508 55.8704);myData.biz;55.870571;37.651015;55.87023;37.650505
304997;4430;147;9;13;12;1;Южное Медведково;LINESTRING (37.650505 55.87023, 37.650286 55.870085);POINT (37.6504 55.8702);myData.biz;55.87023;37.650505;55.870085;37.650286
304998;4430;147;9;13;12;1;Южное Медведково;LINESTRING (37.650286 55.870085, 37.650275 55.86992);POINT (37.6503 55.87);myData.biz;55.870085;37.650286;55.86992;37.650275
304999;4430;147;9;13;12;1;Южное Медведково;LINESTRING (37.650275 55.86992, 37.650299 55.86983);POINT (37.6503 55.8699);myData.biz;55.86992;37.650275;55.86983;37.650299
305000;4430;147;9;13;12;1;Южное Медведково;LINESTRING (37.650299 55.86983, 37.650295 55.869676);POINT (37.6503 55.8698);myData.biz;55.86983;37.650299;55.869676;37.650295
305001;4430;147;9;13;12;1;Южное Медведково;LINESTRING (37.650295 55.869676, 37.650239 55.869651);POINT (37.6503 55.8697);myData.biz;55.869676;37.650295;55.869651;37.650239
305002;4430;147;9;13;12;1;Южное Медведково;LINESTRING (37.650239 55.869651, 37.650185 55.869584);POINT (37.6502 55.8696);myData.biz;55.869651;37.650239;55.869584;37.650185
305003;8797;293;18;27;24;3;Южное Медведково;LINESTRING (37.648344 55.869559, 37.648106 55.86945);POINT (37.6482 55.8695);myData.biz;55.869559;37.648344;55.86945;37.648106
305004;8858;295;18;28;25;3;Южное Медведково;LINESTRING (37.648106 55.86945, 37.647456 55.869152);POINT (37.6478 55.8693);myData.biz;55.86945;37.648106;55.869152;37.647456
305005;8858;295;18;28;25;3;Южное Медведково;LINESTRING (37.647456 55.869152, 37.647216 55.869025);POINT (37.6473 55.8691);myData.biz;55.869152;37.647456;55.869025;37.647216
305006;8858;295;18;28;25;3;Южное Медведково;LINESTRING (37.647216 55.869025, 37.647111 55.868931);POINT (37.6472 55.869);myData.biz;55.869025;37.647216;55.868931;37.647111
305007;3486;116;7;11;9;1;Южное Медведково;LINESTRING (37.647111 55.868931, 37.646869 55.869021);POINT (37.647 55.869);myData.biz;55.868931;37.647111;55.869021;37.646869
305008;3409;113;7;10;9;1;Южное Медведково;LINESTRING (37.646869 55.869021, 37.646628 55.868647);POINT (37.6467 55.8688);myData.biz;55.869021;37.646869;55.868647;37.646628
305009;3409;113;7;10;9;1;Южное Медведково;LINESTRING (37.646628 55.868647, 37.646274 55.86827);POINT (37.6465 55.8685);myData.biz;55.868647;37.646628;55.86827;37.646274
305010;3409;113;7;10;9;1;Южное Медведково;LINESTRING (37.646274 55.86827, 37.645757 55.867884);POINT (37.646 55.8681);myData.biz;55.86827;37.646274;55.867884;37.645757
305011;3409;113;7;10;9;1;Южное Медведково;LINESTRING (37.645757 55.867884, 37.64547 55.868052);POINT (37.6456 55.868);myData.biz;55.867884;37.645757;55.868052;37.64547
305012;3673;122;7;11;10;1;Южное Медведково;LINESTRING (37.64547 55.868052, 37.645372 55.868288);POINT (37.6454 55.8682);myData.biz;55.868052;37.64547;55.868288;37.645372
305013;8949;298;18;28;25;3;Южное Медведково;LINESTRING (37.645372 55.868288, 37.644842 55.868233);POINT (37.6451 55.8683);myData.biz;55.868288;37.645372;55.868233;37.644842
305014;638;21;1;1;1;0;Южное Медведково;LINESTRING (37.653913 55.871361, 37.65436 55.871296);POINT (37.6541 55.8713);myData.biz;55.871361;37.653913;55.871296;37.65436
305016;1329;44;2;4;3;0;Южное Медведково;LINESTRING (37.6532 55.873326, 37.653479 55.873367);POINT (37.6533 55.8733);myData.biz;55.873326;37.6532;55.873367;37.653479
305017;1329;44;2;4;3;0;Южное Медведково;LINESTRING (37.653479 55.873367, 37.653742 55.87345);POINT (37.6536 55.8734);myData.biz;55.873367;37.653479;55.87345;37.653742
305018;842;28;1;2;2;0;Южное Медведково;LINESTRING (37.653742 55.87345, 37.654229 55.873684);POINT (37.654 55.8736);myData.biz;55.87345;37.653742;55.873684;37.654229
305019;842;28;1;2;2;0;Южное Медведково;LINESTRING (37.654229 55.873684, 37.65456 55.873812);POINT (37.6544 55.8737);myData.biz;55.873684;37.654229;55.873812;37.65456
305020;842;28;1;2;2;0;Южное Медведково;LINESTRING (37.65456 55.873812, 37.654734 55.873784);POINT (37.6546 55.8738);myData.biz;55.873812;37.65456;55.873784;37.654734
305021;842;28;1;2;2;0;Южное Медведково;LINESTRING (37.654734 55.873784, 37.655361 55.873756);POINT (37.655 55.8738);myData.biz;55.873784;37.654734;55.873756;37.655361
305022;842;28;1;2;2;0;Южное Медведково;LINESTRING (37.655361 55.873756, 37.655536 55.873764);POINT (37.6554 55.8738);myData.biz;55.873756;37.655361;55.873764;37.655536
305023;842;28;1;2;2;0;Южное Медведково;LINESTRING (37.655536 55.873764, 37.655938 55.873889);POINT (37.6557 55.8738);myData.biz;55.873764;37.655536;55.873889;37.655938
305024;842;28;1;2;2;0;Южное Медведково;LINESTRING (37.655938 55.873889, 37.656369 55.874053);POINT (37.6562 55.874);myData.biz;55.873889;37.655938;55.874053;37.656369
305025;842;28;1;2;2;0;Южное Медведково;LINESTRING (37.656369 55.874053, 37.656551 55.874211);POINT (37.6565 55.8741);myData.biz;55.874053;37.656369;55.874211;37.656551
305026;842;28;1;2;2;0;Южное Медведково;LINESTRING (37.656551 55.874211, 37.65668 55.874287);POINT (37.6566 55.8742);myData.biz;55.874211;37.656551;55.874287;37.65668
305027;2174;72;4;6;6;0;Южное Медведково;LINESTRING (37.65668 55.874287, 37.656697 55.874304);POINT (37.6567 55.8743);myData.biz;55.874287;37.65668;55.874304;37.656697
305035;2575;85;5;8;7;1;Южное Медведково;LINESTRING (37.62872 55.880378, 37.628799 55.880702);POINT (37.6288 55.8805);myData.biz;55.880378;37.62872;55.880702;37.628799
305038;1045;34;2;3;2;0;Южное Медведково;LINESTRING (37.631902 55.879108, 37.629731 55.879344);POINT (37.6308 55.8792);myData.biz;55.879108;37.631902;55.879344;37.629731
305039;898;29;1;2;2;0;Южное Медведково;LINESTRING (37.631902 55.879108, 37.629764 55.87934);POINT (37.6308 55.8792);myData.biz;55.879108;37.631902;55.87934;37.629764
305042;58059;1935;120;183;164;25;Южное Медведково;LINESTRING (37.645753 55.874989, 37.64603 55.874054);POINT (37.6459 55.8745);myData.biz;55.874989;37.645753;55.874054;37.64603
305043;22414;747;46;70;63;9;Южное Медведково;LINESTRING (37.652523 55.871669, 37.652293 55.871684);POINT (37.6524 55.8717);myData.biz;55.871669;37.652523;55.871684;37.652293
305044;22414;747;46;70;63;9;Южное Медведково;LINESTRING (37.652293 55.871684, 37.65226 55.871596);POINT (37.6523 55.8716);myData.biz;55.871684;37.652293;55.871596;37.65226
307149;6491;216;13;20;18;2;Южное Медведково;LINESTRING (37.649393 55.868748, 37.649719 55.86915);POINT (37.6496 55.868899999999996);myData.biz;55.868748;37.649393;55.86915;37.649719
307150;7794;259;16;24;22;3;Южное Медведково;LINESTRING (37.649719 55.86915, 37.649942 55.869273);POINT (37.6498 55.8692);myData.biz;55.86915;37.649719;55.869273;37.649942
307151;7794;259;16;24;22;3;Южное Медведково;LINESTRING (37.649942 55.869273, 37.650095 55.869404);POINT (37.65 55.8693);myData.biz;55.869273;37.649942;55.869404;37.650095
311661;128476;4282;266;406;363;55;Южное Медведково;LINESTRING (37.619294 55.874549, 37.61877 55.875097);POINT (37.619 55.8748);myData.biz;55.874549;37.619294;55.875097;37.61877
312396;34001;1133;70;107;96;14;Южное Медведково;LINESTRING (37.630656 55.869615, 37.631299 55.869681);POINT (37.631 55.8696);myData.biz;55.869615;37.630656;55.869681;37.631299
312397;19157;638;39;60;54;8;Южное Медведково;LINESTRING (37.631299 55.869681, 37.631447 55.869174);POINT (37.6314 55.8694);myData.biz;55.869681;37.631299;55.869174;37.631447
312400;11789;392;24;37;33;5;Южное Медведково;LINESTRING (37.631881 55.868101, 37.631909 55.868033);POINT (37.6319 55.8681);myData.biz;55.868101;37.631881;55.868033;37.631909
312401;20303;676;42;64;57;8;Южное Медведково;LINESTRING (37.629067 55.870861, 37.629743 55.870939);POINT (37.6294 55.8709);myData.biz;55.870861;37.629067;55.870939;37.629743
312402;27291;909;56;86;77;11;Южное Медведково;LINESTRING (37.628813 55.870764, 37.628286 55.8707);POINT (37.6285 55.8707);myData.biz;55.870764;37.628813;55.8707;37.628286
312403;14418;480;29;45;40;6;Южное Медведково;LINESTRING (37.627628 55.870853, 37.627621 55.870861);POINT (37.6276 55.8709);myData.biz;55.870853;37.627628;55.870861;37.627621
312405;5736;191;11;18;16;2;Южное Медведково;LINESTRING (37.625766 55.871771, 37.626155 55.871705);POINT (37.626 55.8717);myData.biz;55.871771;37.625766;55.871705;37.626155
312722;27910;930;57;88;79;12;Южное Медведково;LINESTRING (37.619413 55.87444, 37.619588 55.874487);POINT (37.6195 55.8745);myData.biz;55.87444;37.619413;55.874487;37.619588
312723;27910;930;57;88;79;12;Южное Медведково;LINESTRING (37.619588 55.874487, 37.620139 55.874632);POINT (37.6199 55.8746);myData.biz;55.874487;37.619588;55.874632;37.620139
312724;31829;1060;65;100;90;13;Южное Медведково;LINESTRING (37.620139 55.874632, 37.620248 55.874653);POINT (37.6202 55.8746);myData.biz;55.874632;37.620139;55.874653;37.620248
312725;13242;441;27;41;37;5;Южное Медведково;LINESTRING (37.620248 55.874653, 37.620498 55.874725);POINT (37.6204 55.8747);myData.biz;55.874653;37.620248;55.874725;37.620498
317041;76615;2553;158;242;217;33;Южное Медведково;LINESTRING (37.639005 55.868157, 37.639716 55.867422);POINT (37.6394 55.8678);myData.biz;55.868157;37.639005;55.867422;37.639716
317045;118764;3958;245;376;336;51;Южное Медведково;LINESTRING (37.639005 55.868157, 37.638662 55.869132);POINT (37.6388 55.8686);myData.biz;55.868157;37.639005;55.869132;37.638662
317046;13065;435;27;41;36;5;Южное Медведково;LINESTRING (37.641172 55.870827, 37.642097 55.870913);POINT (37.6416 55.8709);myData.biz;55.870827;37.641172;55.870913;37.642097
317047;18411;613;38;58;52;7;Южное Медведково;LINESTRING (37.644631 55.871295, 37.644694 55.871241);POINT (37.6447 55.8713);myData.biz;55.871295;37.644631;55.871241;37.644694
317048;18411;613;38;58;52;7;Южное Медведково;LINESTRING (37.644694 55.871241, 37.644851 55.871154);POINT (37.6448 55.8712);myData.biz;55.871241;37.644694;55.871154;37.644851
