Identif;MonthlyPeoples;DailyPeoples;HourlyPeoples_08_22;HourlyPeoples_08_10;HourlyPeoples_17_19;HourlyPeoples_22_08;DistrictName;WKT;HeatmapPoint;Author;lat1;lon1;lat2;lon2
276328;85381;2846;176;270;241;36;Южное Медведково;LINESTRING (37.63604 55.878039, 37.636144 55.878046);POINT (37.6361 55.878);myData.biz;55.878039;37.63604;55.878046;37.636144
276329;85381;2846;176;270;241;36;Южное Медведково;LINESTRING (37.636144 55.878046, 37.636235 55.878052);POINT (37.6362 55.878);myData.biz;55.878046;37.636144;55.878052;37.636235
276330;85381;2846;176;270;241;36;Южное Медведково;LINESTRING (37.636235 55.878052, 37.636353 55.878042);POINT (37.6363 55.878);myData.biz;55.878052;37.636235;55.878042;37.636353
276331;85381;2846;176;270;241;36;Южное Медведково;LINESTRING (37.636353 55.878042, 37.636426 55.878031);POINT (37.6364 55.878);myData.biz;55.878042;37.636353;55.878031;37.636426
276332;85381;2846;176;270;241;36;Южное Медведково;LINESTRING (37.636426 55.878031, 37.636488 55.878022);POINT (37.6365 55.878);myData.biz;55.878031;37.636426;55.878022;37.636488
276333;85381;2846;176;270;241;36;Южное Медведково;LINESTRING (37.636488 55.878022, 37.636547 55.878014);POINT (37.6365 55.878);myData.biz;55.878022;37.636488;55.878014;37.636547
276334;85381;2846;176;270;241;36;Южное Медведково;LINESTRING (37.636547 55.878014, 37.63665 55.878003);POINT (37.6366 55.878);myData.biz;55.878014;37.636547;55.878003;37.63665
276335;45247;1508;93;143;128;19;Южное Медведково;LINESTRING (37.63665 55.878003, 37.63672 55.878122);POINT (37.6367 55.8781);myData.biz;55.878003;37.63665;55.878122;37.63672
276336;45247;1508;93;143;128;19;Южное Медведково;LINESTRING (37.63672 55.878122, 37.636717 55.878154);POINT (37.6367 55.8781);myData.biz;55.878122;37.63672;55.878154;37.636717
276337;47766;1592;98;151;135;20;Южное Медведково;LINESTRING (37.636717 55.878154, 37.636712 55.878214);POINT (37.6367 55.8782);myData.biz;55.878154;37.636717;55.878214;37.636712
276338;47766;1592;98;151;135;20;Южное Медведково;LINESTRING (37.636712 55.878214, 37.636697 55.878295);POINT (37.6367 55.8783);myData.biz;55.878214;37.636712;55.878295;37.636697
276339;47766;1592;98;151;135;20;Южное Медведково;LINESTRING (37.636697 55.878295, 37.636747 55.878463);POINT (37.6367 55.8784);myData.biz;55.878295;37.636697;55.878463;37.636747
276340;10024;334;20;31;28;4;Южное Медведково;LINESTRING (37.636747 55.878463, 37.637232 55.878295);POINT (37.637 55.8784);myData.biz;55.878463;37.636747;55.878295;37.637232
276341;10024;334;20;31;28;4;Южное Медведково;LINESTRING (37.637232 55.878295, 37.638176 55.878167);POINT (37.6377 55.8782);myData.biz;55.878295;37.637232;55.878167;37.638176
276342;10024;334;20;31;28;4;Южное Медведково;LINESTRING (37.638176 55.878167, 37.642279 55.877747);POINT (37.6402 55.878);myData.biz;55.878167;37.638176;55.877747;37.642279
276343;4708;156;9;14;13;2;Южное Медведково;LINESTRING (37.642279 55.877747, 37.644489 55.877504);POINT (37.6434 55.8776);myData.biz;55.877747;37.642279;55.877504;37.644489
276344;34688;1156;71;109;98;15;Южное Медведково;LINESTRING (37.644489 55.877504, 37.644417 55.877368);POINT (37.6445 55.8774);myData.biz;55.877504;37.644489;55.877368;37.644417
276345;24559;818;50;77;69;10;Южное Медведково;LINESTRING (37.644417 55.877368, 37.6448 55.877333);POINT (37.6446 55.8774);myData.biz;55.877368;37.644417;55.877333;37.6448
276347;114799;3826;237;363;325;49;Южное Медведково;LINESTRING (37.636624 55.87491, 37.63677 55.874389);POINT (37.6367 55.8746);myData.biz;55.87491;37.636624;55.874389;37.63677
276348;138690;4623;287;439;392;60;Южное Медведково;LINESTRING (37.63677 55.874389, 37.636937 55.874405);POINT (37.6369 55.8744);myData.biz;55.874389;37.63677;55.874405;37.636937
276349;156726;5224;324;496;444;67;Южное Медведково;LINESTRING (37.636937 55.874405, 37.637124 55.874423);POINT (37.637 55.8744);myData.biz;55.874405;37.636937;55.874423;37.637124
276350;166999;5566;345;528;473;72;Южное Медведково;LINESTRING (37.637124 55.874423, 37.637295 55.874439);POINT (37.6372 55.8744);myData.biz;55.874423;37.637124;55.874439;37.637295
276351;166999;5566;345;528;473;72;Южное Медведково;LINESTRING (37.637295 55.874439, 37.637473 55.874456);POINT (37.6374 55.8744);myData.biz;55.874439;37.637295;55.874456;37.637473
276352;154683;5156;320;489;438;67;Южное Медведково;LINESTRING (37.637473 55.874456, 37.637691 55.874477);POINT (37.6376 55.8745);myData.biz;55.874456;37.637473;55.874477;37.637691
276353;48446;1614;100;153;137;20;Южное Медведково;LINESTRING (37.637691 55.874477, 37.637851 55.87393);POINT (37.6378 55.8742);myData.biz;55.874477;37.637691;55.87393;37.637851
276355;89745;2991;185;284;254;38;Южное Медведково;LINESTRING (37.63189 55.877734, 37.631775 55.877741);POINT (37.6318 55.8777);myData.biz;55.877734;37.63189;55.877741;37.631775
276356;63275;2109;131;200;179;27;Южное Медведково;LINESTRING (37.631775 55.877741, 37.632041 55.878532);POINT (37.6319 55.8781);myData.biz;55.877741;37.631775;55.878532;37.632041
276357;35125;1170;72;111;99;15;Южное Медведково;LINESTRING (37.632041 55.878532, 37.632079 55.878612);POINT (37.6321 55.8786);myData.biz;55.878532;37.632041;55.878612;37.632079
276358;23721;790;49;75;67;10;Южное Медведково;LINESTRING (37.632079 55.878612, 37.632065 55.878744);POINT (37.6321 55.8787);myData.biz;55.878612;37.632079;55.878744;37.632065
276359;10060;335;20;31;28;4;Южное Медведково;LINESTRING (37.632065 55.878744, 37.632525 55.878702);POINT (37.6323 55.8787);myData.biz;55.878744;37.632065;55.878702;37.632525
276360;10060;335;20;31;28;4;Южное Медведково;LINESTRING (37.632525 55.878702, 37.634092 55.878516);POINT (37.6333 55.8786);myData.biz;55.878702;37.632525;55.878516;37.634092
276361;56178;1872;116;177;159;24;Южное Медведково;LINESTRING (37.634092 55.878516, 37.634258 55.878511);POINT (37.6342 55.8785);myData.biz;55.878516;37.634092;55.878511;37.634258
276362;56178;1872;116;177;159;24;Южное Медведково;LINESTRING (37.634258 55.878511, 37.634871 55.878605);POINT (37.6346 55.8786);myData.biz;55.878511;37.634258;55.878605;37.634871
276363;56178;1872;116;177;159;24;Южное Медведково;LINESTRING (37.634871 55.878605, 37.635738 55.878676);POINT (37.6353 55.8786);myData.biz;55.878605;37.634871;55.878676;37.635738
276364;71102;2370;147;225;201;30;Южное Медведково;LINESTRING (37.635738 55.878676, 37.635746 55.878713);POINT (37.6357 55.8787);myData.biz;55.878676;37.635738;55.878713;37.635746
276367;68767;2292;142;217;194;29;Южное Медведково;LINESTRING (37.632154 55.867637, 37.633488 55.867052);POINT (37.6328 55.8673);myData.biz;55.867637;37.632154;55.867052;37.633488
276368;53406;1780;110;169;151;23;Южное Медведково;LINESTRING (37.633488 55.867052, 37.634348 55.866675);POINT (37.6339 55.8669);myData.biz;55.867052;37.633488;55.866675;37.634348
276369;24752;825;51;78;70;10;Южное Медведково;LINESTRING (37.634348 55.866675, 37.634738 55.866555);POINT (37.6345 55.8666);myData.biz;55.866675;37.634348;55.866555;37.634738
276370;1126;37;2;3;3;0;Южное Медведково;LINESTRING (37.634738 55.866555, 37.635132 55.866477);POINT (37.6349 55.8665);myData.biz;55.866555;37.634738;55.866477;37.635132
276371;22473;749;46;71;63;9;Южное Медведково;LINESTRING (37.635132 55.866477, 37.63556 55.866453);POINT (37.6353 55.8665);myData.biz;55.866477;37.635132;55.866453;37.63556
276372;22473;749;46;71;63;9;Южное Медведково;LINESTRING (37.63556 55.866453, 37.636046 55.866475);POINT (37.6358 55.8665);myData.biz;55.866453;37.63556;55.866475;37.636046
276373;22473;749;46;71;63;9;Южное Медведково;LINESTRING (37.636046 55.866475, 37.636673 55.866528);POINT (37.6364 55.8665);myData.biz;55.866475;37.636046;55.866528;37.636673
276374;42867;1428;88;135;121;18;Южное Медведково;LINESTRING (37.651902 55.876525, 37.650892 55.876636);POINT (37.6514 55.8766);myData.biz;55.876525;37.651902;55.876636;37.650892
276375;82490;2749;170;261;233;35;Южное Медведково;LINESTRING (37.650892 55.876636, 37.650883 55.876609);POINT (37.6509 55.8766);myData.biz;55.876636;37.650892;55.876609;37.650883
276376;476;15;0;1;1;0;Южное Медведково;LINESTRING (37.648 55.876617, 37.647844 55.876634);POINT (37.6479 55.8766);myData.biz;55.876617;37.648;55.876634;37.647844
276377;108410;3613;224;343;307;46;Южное Медведково;LINESTRING (37.621336 55.875693, 37.621821 55.875649);POINT (37.6216 55.8757);myData.biz;55.875693;37.621336;55.875649;37.621821
276378;129878;4329;269;411;367;56;Южное Медведково;LINESTRING (37.621821 55.875649, 37.621619 55.875004);POINT (37.6217 55.8753);myData.biz;55.875649;37.621821;55.875004;37.621619
276379;108302;3610;224;342;306;46;Южное Медведково;LINESTRING (37.621619 55.875004, 37.621599 55.874942);POINT (37.6216 55.875);myData.biz;55.875004;37.621619;55.874942;37.621599
276380;64720;2157;134;204;183;28;Южное Медведково;LINESTRING (37.621599 55.874942, 37.62108 55.875212);POINT (37.6213 55.8751);myData.biz;55.874942;37.621599;55.875212;37.62108
276381;64720;2157;134;204;183;28;Южное Медведково;LINESTRING (37.62108 55.875212, 37.621025 55.875176);POINT (37.6211 55.8752);myData.biz;55.875212;37.62108;55.875176;37.621025
276382;40677;1355;84;128;115;17;Южное Медведково;LINESTRING (37.621025 55.875176, 37.620689 55.874958);POINT (37.6209 55.8751);myData.biz;55.875176;37.621025;55.874958;37.620689
276383;78887;2629;163;249;223;34;Южное Медведково;LINESTRING (37.620689 55.874958, 37.620534 55.874859);POINT (37.6206 55.8749);myData.biz;55.874958;37.620689;55.874859;37.620534
276384;78887;2629;163;249;223;34;Южное Медведково;LINESTRING (37.620534 55.874859, 37.620498 55.874725);POINT (37.6205 55.8748);myData.biz;55.874859;37.620534;55.874725;37.620498
276385;75166;2505;155;237;212;32;Южное Медведково;LINESTRING (37.620498 55.874725, 37.62047 55.874612);POINT (37.6205 55.8747);myData.biz;55.874725;37.620498;55.874612;37.62047
276386;18759;625;38;59;53;8;Южное Медведково;LINESTRING (37.62047 55.874612, 37.620437 55.874501);POINT (37.6205 55.8746);myData.biz;55.874612;37.62047;55.874501;37.620437
276387;18759;625;38;59;53;8;Южное Медведково;LINESTRING (37.620437 55.874501, 37.620293 55.874408);POINT (37.6204 55.8745);myData.biz;55.874501;37.620437;55.874408;37.620293
276388;18759;625;38;59;53;8;Южное Медведково;LINESTRING (37.620293 55.874408, 37.619643 55.874214);POINT (37.62 55.8743);myData.biz;55.874408;37.620293;55.874214;37.619643
276390;134718;4490;279;426;381;58;Южное Медведково;LINESTRING (37.635353 55.870211, 37.636505 55.870013);POINT (37.6359 55.8701);myData.biz;55.870211;37.635353;55.870013;37.636505
276391;3741;124;7;11;10;1;Южное Медведково;LINESTRING (37.636505 55.870013, 37.637653 55.870107);POINT (37.6371 55.8701);myData.biz;55.870013;37.636505;55.870107;37.637653
276392;3741;124;7;11;10;1;Южное Медведково;LINESTRING (37.637653 55.870107, 37.637667 55.870057);POINT (37.6377 55.8701);myData.biz;55.870107;37.637653;55.870057;37.637667
276393;8954;298;18;28;25;3;Южное Медведково;LINESTRING (37.644166 55.870791, 37.644404 55.869967);POINT (37.6443 55.8704);myData.biz;55.870791;37.644166;55.869967;37.644404
276394;65653;2188;135;207;185;28;Южное Медведково;LINESTRING (37.644404 55.869967, 37.644181 55.869944);POINT (37.6443 55.87);myData.biz;55.869967;37.644404;55.869944;37.644181
276395;828;27;1;2;2;0;Южное Медведково;LINESTRING (37.644181 55.869944, 37.644381 55.869293);POINT (37.6443 55.8696);myData.biz;55.869944;37.644181;55.869293;37.644381
276396;828;27;1;2;2;0;Южное Медведково;LINESTRING (37.644381 55.869293, 37.644009 55.869255);POINT (37.6442 55.8693);myData.biz;55.869293;37.644381;55.869255;37.644009
276397;828;27;1;2;2;0;Южное Медведково;LINESTRING (37.644009 55.869255, 37.644047 55.869142);POINT (37.644 55.8692);myData.biz;55.869255;37.644009;55.869142;37.644047
276398;782;26;1;2;2;0;Южное Медведково;LINESTRING (37.646752 55.871561, 37.646644 55.871519);POINT (37.6467 55.8715);myData.biz;55.871561;37.646752;55.871519;37.646644
276399;782;26;1;2;2;0;Южное Медведково;LINESTRING (37.646644 55.871519, 37.646515 55.871428);POINT (37.6466 55.8715);myData.biz;55.871519;37.646644;55.871428;37.646515
276400;782;26;1;2;2;0;Южное Медведково;LINESTRING (37.646515 55.871428, 37.64634 55.871257);POINT (37.6464 55.8713);myData.biz;55.871428;37.646515;55.871257;37.64634
276401;782;26;1;2;2;0;Южное Медведково;LINESTRING (37.64634 55.871257, 37.646261 55.871083);POINT (37.6463 55.8712);myData.biz;55.871257;37.64634;55.871083;37.646261
276402;782;26;1;2;2;0;Южное Медведково;LINESTRING (37.646261 55.871083, 37.646182 55.871065);POINT (37.6462 55.8711);myData.biz;55.871083;37.646261;55.871065;37.646182
276403;782;26;1;2;2;0;Южное Медведково;LINESTRING (37.646182 55.871065, 37.646097 55.871045);POINT (37.6461 55.8711);myData.biz;55.871065;37.646182;55.871045;37.646097
276404;57764;1925;119;182;163;25;Южное Медведково;LINESTRING (37.646034 55.875065, 37.645739 55.875038);POINT (37.6459 55.8751);myData.biz;55.875065;37.646034;55.875038;37.645739
276405;71886;2396;148;227;203;31;Южное Медведково;LINESTRING (37.645739 55.875038, 37.645753 55.874989);POINT (37.6457 55.875);myData.biz;55.875038;37.645739;55.874989;37.645753
276407;98517;3283;204;311;279;42;Южное Медведково;LINESTRING (37.651788 55.87238, 37.652612 55.872356);POINT (37.6522 55.8724);myData.biz;55.87238;37.651788;55.872356;37.652612
276408;3108;103;6;9;8;1;Южное Медведково;LINESTRING (37.652621 55.872429, 37.65341 55.872389);POINT (37.653 55.8724);myData.biz;55.872429;37.652621;55.872389;37.65341
276409;16634;554;34;52;47;7;Южное Медведково;LINESTRING (37.646384 55.873951, 37.646643 55.873979);POINT (37.6465 55.874);myData.biz;55.873951;37.646384;55.873979;37.646643
276410;19223;640;39;60;54;8;Южное Медведково;LINESTRING (37.646643 55.873979, 37.647072 55.874025);POINT (37.6469 55.874);myData.biz;55.873979;37.646643;55.874025;37.647072
276411;12339;411;25;39;34;5;Южное Медведково;LINESTRING (37.647072 55.874025, 37.64714 55.874032);POINT (37.6471 55.874);myData.biz;55.874025;37.647072;55.874032;37.64714
276413;142711;4757;295;451;404;61;Южное Медведково;LINESTRING (37.63677 55.874389, 37.63684 55.874141);POINT (37.6368 55.8743);myData.biz;55.874389;37.63677;55.874141;37.63684
276414;5208;173;10;16;14;2;Южное Медведково;LINESTRING (37.63684 55.874141, 37.636588 55.874117);POINT (37.6367 55.8741);myData.biz;55.874141;37.63684;55.874117;37.636588
276442;38356;1278;79;121;108;16;Южное Медведково;LINESTRING (37.638392 55.872081, 37.638934 55.872131);POINT (37.6387 55.8721);myData.biz;55.872081;37.638392;55.872131;37.638934
276443;30656;1021;63;96;86;13;Южное Медведково;LINESTRING (37.638934 55.872131, 37.639163 55.872151);POINT (37.639 55.8721);myData.biz;55.872131;37.638934;55.872151;37.639163
276444;30656;1021;63;96;86;13;Южное Медведково;LINESTRING (37.639163 55.872151, 37.639251 55.871895);POINT (37.6392 55.872);myData.biz;55.872151;37.639163;55.871895;37.639251
276445;30656;1021;63;96;86;13;Южное Медведково;LINESTRING (37.639251 55.871895, 37.639906 55.871955);POINT (37.6396 55.8719);myData.biz;55.871895;37.639251;55.871955;37.639906
276448;26823;894;55;84;75;11;Южное Медведково;LINESTRING (37.636906 55.871957, 37.637106 55.871974);POINT (37.637 55.872);myData.biz;55.871957;37.636906;55.871974;37.637106
276449;46891;1563;97;148;132;20;Южное Медведково;LINESTRING (37.637106 55.871974, 37.637442 55.872);POINT (37.6373 55.872);myData.biz;55.871974;37.637106;55.872;37.637442
276450;114;3;0;0;0;0;Южное Медведково;LINESTRING (37.637442 55.872, 37.637629 55.872014);POINT (37.6375 55.872);myData.biz;55.872;37.637442;55.872014;37.637629
276451;18150;605;37;57;51;7;Южное Медведково;LINESTRING (37.637629 55.872014, 37.637797 55.871425);POINT (37.6377 55.8717);myData.biz;55.872014;37.637629;55.871425;37.637797
276452;18150;605;37;57;51;7;Южное Медведково;LINESTRING (37.637797 55.871425, 37.637866 55.87118);POINT (37.6378 55.8713);myData.biz;55.871425;37.637797;55.87118;37.637866
276453;64654;2155;133;204;183;28;Южное Медведково;LINESTRING (37.637866 55.87118, 37.638077 55.871199);POINT (37.638 55.8712);myData.biz;55.87118;37.637866;55.871199;37.638077
276454;60424;2014;125;191;171;26;Южное Медведково;LINESTRING (37.638077 55.871199, 37.6383 55.871219);POINT (37.6382 55.8712);myData.biz;55.871199;37.638077;55.871219;37.6383
276455;107332;3577;222;339;304;46;Южное Медведково;LINESTRING (37.6383 55.871219, 37.638358 55.871039);POINT (37.6383 55.8711);myData.biz;55.871219;37.6383;55.871039;37.638358
276458;8415;280;17;26;23;3;Южное Медведково;LINESTRING (37.630522 55.870371, 37.629537 55.870262);POINT (37.63 55.8703);myData.biz;55.870371;37.630522;55.870262;37.629537
276459;44134;1471;91;139;125;19;Южное Медведково;LINESTRING (37.629537 55.870262, 37.629288 55.870247);POINT (37.6294 55.8703);myData.biz;55.870262;37.629537;55.870247;37.629288
276460;11979;399;24;37;33;5;Южное Медведково;LINESTRING (37.629288 55.870247, 37.627981 55.870092);POINT (37.6286 55.8702);myData.biz;55.870247;37.629288;55.870092;37.627981
276461;3035;101;6;9;8;1;Южное Медведково;LINESTRING (37.627981 55.870092, 37.626682 55.869984);POINT (37.6273 55.87);myData.biz;55.870092;37.627981;55.869984;37.626682
276462;3354;111;6;10;9;1;Южное Медведково;LINESTRING (37.626682 55.869984, 37.624402 55.869701);POINT (37.6255 55.8698);myData.biz;55.869984;37.626682;55.869701;37.624402
276464;123144;4104;255;389;348;53;Южное Медведково;LINESTRING (37.632739 55.869771, 37.632415 55.869736);POINT (37.6326 55.8698);myData.biz;55.869771;37.632739;55.869736;37.632415
276465;58339;1944;120;184;165;25;Южное Медведково;LINESTRING (37.632415 55.869736, 37.632692 55.868868);POINT (37.6326 55.8693);myData.biz;55.869736;37.632415;55.868868;37.632692
276466;71572;2385;148;226;202;31;Южное Медведково;LINESTRING (37.632692 55.868868, 37.632145 55.868815);POINT (37.6324 55.8688);myData.biz;55.868868;37.632692;55.868815;37.632145
276467;71572;2385;148;226;202;31;Южное Медведково;LINESTRING (37.632145 55.868815, 37.631567 55.868759);POINT (37.6319 55.8688);myData.biz;55.868815;37.632145;55.868759;37.631567
276468;66356;2211;137;210;187;28;Южное Медведково;LINESTRING (37.631567 55.868759, 37.630884 55.868693);POINT (37.6312 55.8687);myData.biz;55.868759;37.631567;55.868693;37.630884
276469;91987;3066;190;291;260;39;Южное Медведково;LINESTRING (37.630884 55.868693, 37.630894 55.868645);POINT (37.6309 55.8687);myData.biz;55.868693;37.630884;55.868645;37.630894
276472;54193;1806;112;171;153;23;Южное Медведково;LINESTRING (37.635805 55.875542, 37.63524 55.875498);POINT (37.6355 55.8755);myData.biz;55.875542;37.635805;55.875498;37.63524
276473;66593;2219;137;210;188;28;Южное Медведково;LINESTRING (37.63524 55.875498, 37.635075 55.875828);POINT (37.6352 55.8757);myData.biz;55.875498;37.63524;55.875828;37.635075
276474;54915;1830;113;173;155;23;Южное Медведково;LINESTRING (37.635075 55.875828, 37.635048 55.875865);POINT (37.6351 55.8758);myData.biz;55.875828;37.635075;55.875865;37.635048
276475;54915;1830;113;173;155;23;Южное Медведково;LINESTRING (37.635048 55.875865, 37.634683 55.875832);POINT (37.6349 55.8758);myData.biz;55.875865;37.635048;55.875832;37.634683
276476;54915;1830;113;173;155;23;Южное Медведково;LINESTRING (37.634683 55.875832, 37.634575 55.87574);POINT (37.6346 55.8758);myData.biz;55.875832;37.634683;55.87574;37.634575
276477;54915;1830;113;173;155;23;Южное Медведково;LINESTRING (37.634575 55.87574, 37.634335 55.875817);POINT (37.6345 55.8758);myData.biz;55.87574;37.634575;55.875817;37.634335
276479;95375;3179;197;302;270;41;Южное Медведково;LINESTRING (37.635805 55.875542, 37.635895 55.875247);POINT (37.6358 55.8754);myData.biz;55.875542;37.635805;55.875247;37.635895
276480;94183;3139;195;298;266;40;Южное Медведково;LINESTRING (37.635895 55.875247, 37.63618 55.875038);POINT (37.636 55.8751);myData.biz;55.875247;37.635895;55.875038;37.63618
276481;104984;3499;217;332;297;45;Южное Медведково;LINESTRING (37.63618 55.875038, 37.636624 55.87491);POINT (37.6364 55.875);myData.biz;55.875038;37.63618;55.87491;37.636624
276482;135513;4517;280;429;383;58;Южное Медведково;LINESTRING (37.63684 55.874141, 37.636933 55.873826);POINT (37.6369 55.874);myData.biz;55.874141;37.63684;55.873826;37.636933
276483;177868;5928;368;563;503;77;Южное Медведково;LINESTRING (37.636933 55.873826, 37.637149 55.87309);POINT (37.637 55.8735);myData.biz;55.873826;37.636933;55.87309;37.637149
276485;15079;502;31;47;42;6;Южное Медведково;LINESTRING (37.63682 55.877324, 37.637398 55.877377);POINT (37.6371 55.8774);myData.biz;55.877324;37.63682;55.877377;37.637398
276486;6076;202;12;19;17;2;Южное Медведково;LINESTRING (37.637398 55.877377, 37.637458 55.877148);POINT (37.6374 55.8773);myData.biz;55.877377;37.637398;55.877148;37.637458
276487;314;10;0;0;0;0;Южное Медведково;LINESTRING (37.637458 55.877148, 37.637896 55.877134);POINT (37.6377 55.8771);myData.biz;55.877148;37.637458;55.877134;37.637896
276488;314;10;0;0;0;0;Южное Медведково;LINESTRING (37.637896 55.877134, 37.637962 55.877131);POINT (37.6379 55.8771);myData.biz;55.877134;37.637896;55.877131;37.637962
276489;314;10;0;0;0;0;Южное Медведково;LINESTRING (37.637962 55.877131, 37.638159 55.877126);POINT (37.6381 55.8771);myData.biz;55.877131;37.637962;55.877126;37.638159
276490;24829;827;51;78;70;10;Южное Медведково;LINESTRING (37.638159 55.877126, 37.638407 55.877244);POINT (37.6383 55.8772);myData.biz;55.877126;37.638159;55.877244;37.638407
276491;9848;328;20;31;27;4;Южное Медведково;LINESTRING (37.638407 55.877244, 37.638431 55.877177);POINT (37.6384 55.8772);myData.biz;55.877244;37.638407;55.877177;37.638431
276492;9848;328;20;31;27;4;Южное Медведково;LINESTRING (37.638431 55.877177, 37.63847 55.87715);POINT (37.6385 55.8772);myData.biz;55.877177;37.638431;55.87715;37.63847
276493;382;12;0;1;1;0;Южное Медведково;LINESTRING (37.63847 55.87715, 37.638573 55.877183);POINT (37.6385 55.8772);myData.biz;55.87715;37.63847;55.877183;37.638573
276494;382;12;0;1;1;0;Южное Медведково;LINESTRING (37.638573 55.877183, 37.639071 55.877159);POINT (37.6388 55.8772);myData.biz;55.877183;37.638573;55.877159;37.639071
276495;382;12;0;1;1;0;Южное Медведково;LINESTRING (37.639071 55.877159, 37.639119 55.877026);POINT (37.6391 55.8771);myData.biz;55.877159;37.639071;55.877026;37.639119
276496;66717;2223;138;211;188;28;Южное Медведково;LINESTRING (37.650892 55.876636, 37.65102 55.877028);POINT (37.651 55.8768);myData.biz;55.876636;37.650892;55.877028;37.65102
276501;8868;295;18;28;25;3;Южное Медведково;LINESTRING (37.62013 55.873693, 37.620949 55.873692);POINT (37.6205 55.8737);myData.biz;55.873693;37.62013;55.873692;37.620949
276502;26090;869;54;82;73;11;Южное Медведково;LINESTRING (37.620949 55.873692, 37.620946 55.873761);POINT (37.6209 55.8737);myData.biz;55.873692;37.620949;55.873761;37.620946
276503;77660;2588;160;245;219;33;Южное Медведково;LINESTRING (37.620946 55.873761, 37.621491 55.873764);POINT (37.6212 55.8738);myData.biz;55.873761;37.620946;55.873764;37.621491
276504;73320;2444;151;232;207;31;Южное Медведково;LINESTRING (37.621491 55.873764, 37.621481 55.873904);POINT (37.6215 55.8738);myData.biz;55.873764;37.621491;55.873904;37.621481
276505;50582;1686;104;160;143;21;Южное Медведково;LINESTRING (37.621481 55.873904, 37.621867 55.87391);POINT (37.6217 55.8739);myData.biz;55.873904;37.621481;55.87391;37.621867
276506;52243;1741;108;165;147;22;Южное Медведково;LINESTRING (37.621867 55.87391, 37.622082 55.873868);POINT (37.622 55.8739);myData.biz;55.87391;37.621867;55.873868;37.622082
276507;58176;1939;120;184;164;25;Южное Медведково;LINESTRING (37.622082 55.873868, 37.623567 55.873576);POINT (37.6228 55.8737);myData.biz;55.873868;37.622082;55.873576;37.623567
276508;58330;1944;120;184;165;25;Южное Медведково;LINESTRING (37.623567 55.873576, 37.624004 55.873732);POINT (37.6238 55.8737);myData.biz;55.873576;37.623567;55.873732;37.624004
276509;68914;2297;142;218;195;29;Южное Медведково;LINESTRING (37.624004 55.873732, 37.624102 55.873767);POINT (37.6241 55.8737);myData.biz;55.873732;37.624004;55.873767;37.624102
276510;108617;3620;224;343;307;47;Южное Медведково;LINESTRING (37.624102 55.873767, 37.62456 55.873829);POINT (37.6243 55.8738);myData.biz;55.873767;37.624102;55.873829;37.62456
276511;123103;4103;254;389;348;53;Южное Медведково;LINESTRING (37.62456 55.873829, 37.624572 55.873954);POINT (37.6246 55.8739);myData.biz;55.873829;37.62456;55.873954;37.624572
276512;4338;144;8;13;12;1;Южное Медведково;LINESTRING (37.624572 55.873954, 37.625203 55.873835);POINT (37.6249 55.8739);myData.biz;55.873954;37.624572;55.873835;37.625203
276513;157674;5255;326;499;446;68;Южное Медведково;LINESTRING (37.636505 55.870013, 37.636541 55.869874);POINT (37.6365 55.8699);myData.biz;55.870013;37.636505;55.869874;37.636541
276515;82912;2763;171;262;234;35;Южное Медведково;LINESTRING (37.635974 55.86946, 37.636011 55.869324);POINT (37.636 55.8694);myData.biz;55.86946;37.635974;55.869324;37.636011
276516;82912;2763;171;262;234;35;Южное Медведково;LINESTRING (37.636011 55.869324, 37.635666 55.86919);POINT (37.6358 55.8693);myData.biz;55.869324;37.636011;55.86919;37.635666
276517;181;6;0;0;0;0;Южное Медведково;LINESTRING (37.644047 55.869142, 37.643822 55.869087);POINT (37.6439 55.8691);myData.biz;55.869142;37.644047;55.869087;37.643822
276518;181;6;0;0;0;0;Южное Медведково;LINESTRING (37.643822 55.869087, 37.643828 55.869006);POINT (37.6438 55.869);myData.biz;55.869087;37.643822;55.869006;37.643828
276519;181;6;0;0;0;0;Южное Медведково;LINESTRING (37.643828 55.869006, 37.643481 55.868971);POINT (37.6437 55.869);myData.biz;55.869006;37.643828;55.868971;37.643481
276520;181;6;0;0;0;0;Южное Медведково;LINESTRING (37.643481 55.868971, 37.640615 55.868676);POINT (37.642 55.8688);myData.biz;55.868971;37.643481;55.868676;37.640615
280710;6584;219;13;20;18;2;Южное Медведково;LINESTRING (37.65392 55.873196, 37.6532 55.873326);POINT (37.6536 55.8733);myData.biz;55.873196;37.65392;55.873326;37.6532
280711;6939;231;14;21;19;3;Южное Медведково;LINESTRING (37.6532 55.873326, 37.65274 55.873352);POINT (37.653 55.8733);myData.biz;55.873326;37.6532;55.873352;37.65274
280714;2737;91;5;8;7;1;Южное Медведково;LINESTRING (37.653913 55.871361, 37.652503 55.871563);POINT (37.6532 55.8715);myData.biz;55.871361;37.653913;55.871563;37.652503
280715;34065;1135;70;107;96;14;Южное Медведково;LINESTRING (37.652503 55.871563, 37.65226 55.871596);POINT (37.6524 55.8716);myData.biz;55.871563;37.652503;55.871596;37.65226
280716;2782;92;5;8;7;1;Южное Медведково;LINESTRING (37.65226 55.871596, 37.651602 55.871682);POINT (37.6519 55.8716);myData.biz;55.871596;37.65226;55.871682;37.651602
